data_profile,N,L,K,off_pct,active_pct,formula,formula_family,cases,T_min,T_p50,T_max,outside_dense_rate,u_g_mean,fraction_exact_mean,fraction_exact_p05,fraction_exact_p50,fraction_exact_p95,gap_to_exact_pct_mean,exact_rate
gaussian,20,2,5,75.0,25.0,T_0p15K,K,100,1,1.0,1,0.0,15.619813957931681,0.8475879721526439,0.6535108171233459,0.8491222757597632,1.0,15.2412027847356,0.15
gaussian,20,2,5,75.0,25.0,T_0p15NL_over_Lp2,N_L,100,2,2.0,2,0.0,13.626167694041444,0.7517378667333875,0.4998790075645323,0.7383786483213927,0.9907223814099974,24.82621332666124,0.05
gaussian,20,2,5,75.0,25.0,T_0p20K,K,100,1,1.0,1,0.0,15.619813957931681,0.8475879721526439,0.6535108171233459,0.8491222757597632,1.0,15.2412027847356,0.15
gaussian,20,2,5,75.0,25.0,best_tested_T,best_tested,100,0,0.0,3,0.0,18.264213636373807,0.9875267859723216,0.9250443458573351,1.0,1.0000000000000004,1.2473214027678428,0.67
gaussian,20,2,5,75.0,25.0,legacy_T100,legacy,100,5,5.0,5,0.0,9.851970036363157,0.5577095143188874,0.33759637712293256,0.5636931863131309,0.7863858502271754,44.22904856811127,0.0
gaussian,20,2,5,75.0,25.0,legacy_T25,legacy,100,5,5.0,5,0.0,9.851970036363157,0.5577095143188874,0.33759637712293256,0.5636931863131309,0.7863858502271754,44.22904856811127,0.0
gaussian,20,2,5,75.0,25.0,legacy_T50,legacy,100,5,5.0,5,0.0,9.851970036363157,0.5577095143188874,0.33759637712293256,0.5636931863131309,0.7863858502271754,44.22904856811127,0.0
gaussian,20,2,5,75.0,25.0,strong_weak,heuristic,100,8,8.0,8,1.0,6.8967995193536815,0.39682154140094944,0.22340399617639314,0.3868586972524689,0.6105655408799873,60.31784585990505,0.0
gaussian,20,2,10,50.0,50.0,T_0p025N,N,100,0,0.0,0,0.0,88.04164908761544,0.9035210777052204,0.541373305769282,0.9755428322138049,1.0000000000000009,9.64789222947796,0.37
gaussian,20,2,10,50.0,50.0,T_0p05K,K,100,0,0.0,0,0.0,88.04164908761544,0.9035210777052204,0.541373305769282,0.9755428322138049,1.0000000000000009,9.64789222947796,0.37
gaussian,20,2,10,50.0,50.0,T_0p05N,N,100,1,1.0,1,0.0,80.4125783870266,0.846407041279877,0.6455827313802716,0.8623647350578977,1.0,15.359295872012298,0.14
gaussian,20,2,10,50.0,50.0,T_0p05NL_over_Lp2,N_L,100,0,0.0,0,0.0,88.04164908761544,0.9035210777052204,0.541373305769282,0.9755428322138049,1.0000000000000009,9.64789222947796,0.37
gaussian,20,2,10,50.0,50.0,T_0p075N,N,100,2,2.0,2,0.0,70.09505104902212,0.7557702711876327,0.4956398146654234,0.7550277462108146,0.9999999999999994,24.42297288123674,0.07
gaussian,20,2,10,50.0,50.0,T_0p075NL_over_Lp2,N_L,100,1,1.0,1,0.0,80.4125783870266,0.846407041279877,0.6455827313802716,0.8623647350578977,1.0,15.359295872012298,0.14
gaussian,20,2,10,50.0,50.0,T_0p10K,K,100,1,1.0,1,0.0,80.4125783870266,0.846407041279877,0.6455827313802716,0.8623647350578977,1.0,15.359295872012298,0.14
gaussian,20,2,10,50.0,50.0,T_0p10N,N,100,2,2.0,2,0.0,70.09505104902212,0.7557702711876327,0.4956398146654234,0.7550277462108146,0.9999999999999994,24.42297288123674,0.07
gaussian,20,2,10,50.0,50.0,T_0p10NL_over_Lp2,N_L,100,1,1.0,1,0.0,80.4125783870266,0.846407041279877,0.6455827313802716,0.8623647350578977,1.0,15.359295872012298,0.14
gaussian,20,2,10,50.0,50.0,T_0p125NL_over_Lp2,N_L,100,1,1.0,1,0.0,80.4125783870266,0.846407041279877,0.6455827313802716,0.8623647350578977,1.0,15.359295872012298,0.14
